what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288192906477
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288193443206
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1288193450085
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288193452196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288193461418
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288193520441
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194001254
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288194004254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194012393
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194012720
error,log,,,"Unhandled event loop exception",1288194014013
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288194020828
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288194021729
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194025777
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194025943
error,log,,,"Unhandled event loop exception",1288194026192
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288194029062
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288194029441
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288194045510
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288194047803
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288194048130
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194082353
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194086573
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1288194088231
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1288194099697
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194100878
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194101859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1288194109446
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288194114251
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288194114302
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288194115833
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288194116016
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1288194117764
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288194129745
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194138304
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194189516
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194189814
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194192523
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194192920
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194194426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194195895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194198166
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194198462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194266624
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288194268659
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288194277562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288194291050
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1288194295927
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288194296884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194300170
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194302365
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288194313279
