what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288122470128
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1288122474025
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288122491815
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288122511644
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288122512869
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288122514406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288122524048
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288122564470
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288122566410
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288122616647
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288122617596
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288122885688
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288122888022
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288122894877
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288123313006
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1288123315174
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288123318125
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288123325739
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288123325917
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288123326662
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288123363869
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288123599989
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288123600961
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288123752541
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288123829554
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288123830423
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288123844871
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288123845234
error,log,,,"Unhandled event loop exception",1288123845594
